	logFC	logCPM	F	PValue	FDR
ABCG1	1.05713878941239	4.99041908644133	63.230358756499	2.8777068140034e-11	2.55873855460425e-08
B2M	1.70093147867913	5.24684317487248	63.2086912840373	2.89406068713856e-11	2.55873855460425e-08
VPS26C	1.01283788365967	4.85946076427093	63.1685280717563	2.92462821173152e-11	2.55873855460425e-08
MTMR11	1.45819883233998	3.32546763556297	62.167616976939	3.80413810000346e-11	3.25509099541909e-08
DEPP1	2.93442633342328	3.81090794637807	62.093863898124	3.87887788851011e-11	3.25509099541909e-08
MS4A6A	3.72808956246714	1.13451514432863	61.9829101177228	3.99417744064483e-11	3.28481152718631e-08
SRGAP1	1.52264649977972	4.28715105957731	61.712105451902	4.29065306151803e-11	3.45944419391414e-08
EPIC1	-1.63181710370483	5.90105641175329	61.5870239057791	4.43515736141762e-11	3.5071859750287e-08
HLA-E	1.62658088429115	4.80611635046915	61.4533404331992	4.59515220131189e-11	3.56514450033858e-08
FYB1	2.23220247836299	2.56538869530487	60.532637737238	5.87150539123907e-11	4.47104262384723e-08
CP	3.65480908034683	1.88585310095963	60.2240588672443	6.37681404356325e-11	4.76753806311492e-08
SMAD4	1.08953174616911	5.65885586308267	60.1471709233786	6.50955689396799e-11	4.77987463357078e-08
C3	2.02693456341755	5.40931060731351	59.8249390204417	7.09759497435149e-11	5.12022991833918e-08
TNC	3.28593332282713	2.42101449916291	59.6393206318177	7.46090984596222e-11	5.23898964320535e-08
RELL1	2.17070703549394	2.84330124662299	59.6114800727048	7.51703280518278e-11	5.23898964320535e-08
NHSL2	1.5111273613504	4.89452153792061	59.1480772802499	8.51781731157745e-11	5.83754413086774e-08
FAT4	1.67327795119111	4.13880704558182	58.3642488825838	1.05344928090605e-10	7.10128433292733e-08
SCIN	3.70194951107494	1.81332110271602	57.5932696551767	1.30007523404085e-10	8.58308777597577e-08
THBS1	2.54507306532705	3.14222320681341	57.5515294304925	1.31501588007411e-10	8.58308777597577e-08
GABRQ	2.92910544993445	3.13727099742056	57.3804627135311	1.37812031705634e-10	8.854423037087e-08
AQP4	1.78789044739381	7.31982133097603	57.1787248310372	1.45656598534782e-10	9.21446051038499e-08
RPS6KA5	1.11161926517489	5.97768327125875	56.7618833463261	1.63356770443383e-10	1.01776218191393e-07
COL18A1	1.49591078881534	4.38262463939041	56.0869953900851	1.96854657272403e-10	1.20815873239421e-07
TIMP1	3.14947207849985	2.21800523667584	55.7724899411322	2.14809502967548e-10	1.28439098087633e-07
ITGB2	2.75652610322744	3.08086243626834	55.7605613770135	2.15522805643158e-10	1.28439098087633e-07
APLNR	4.2655589101538	2.49058904082458	55.5345767109058	2.29507167994106e-10	1.3463448805929e-07
ADCYAP1R1	0.97295348993445	6.72946260845905	55.4885659084455	2.32467136483696e-10	1.3463448805929e-07
OSMR	3.21585785626144	2.12742044686688	55.2638680198622	2.47497807045826e-10	1.41348747579505e-07
MORC3	0.930785006689829	5.54120487007522	55.0323868992985	2.64032073930464e-10	1.47665086100836e-07
PRLR	3.4348977595134	2.35529034677986	55.009336038523	2.6573969774956e-10	1.47665086100836e-07
MSN	1.5750004551247	5.09287548980708	54.8323977727431	2.7923222254675e-10	1.50272485380368e-07
IGFBP5	1.57008583737754	6.40544461679821	54.8280464174602	2.79572791388677e-10	1.50272485380368e-07
BAG3	3.10153202065442	5.16183519922183	54.804851096884	2.81395461436973e-10	1.50272485380368e-07
ADAMTS2	2.26975652759	3.95320730671263	54.6627534917485	2.9283185436154e-10	1.53596140383349e-07
PDYN	2.69104605488277	2.13473532254486	54.635374392173	2.95089861145052e-10	1.53596140383349e-07
NUPR1	2.65031281377317	2.32015267615033	54.4332703262517	3.12322630397243e-10	1.60533832024183e-07
TNFRSF1B	3.01607481304415	2.53814868772758	54.1489487895553	3.38338995696649e-10	1.70888064391823e-07
SLA	2.61968690351917	3.12865988270871	54.1234504805615	3.40778727629608e-10	1.70888064391823e-07
SFMBT2	1.14903318129747	5.04945845767329	53.7315627316914	3.80641801056562e-10	1.88578203125853e-07
FILIP1	1.90945977811083	4.64463590998984	53.6654638212997	3.87825066874632e-10	1.89849604165296e-07
SAMD4A	1.02202176597037	5.37775251685276	52.9969817477978	4.68824291362274e-10	2.25714462689357e-07
SLC5A3	1.33729222585953	6.64237743141084	52.9727522017253	4.72068185585718e-10	2.25714462689357e-07
CD163	3.0194235411203	2.82201360981381	52.7882735136917	4.97537441749938e-10	2.32808441396564e-07
URB1	0.838206092248287	6.10687289524937	52.7834068950574	4.98228181977082e-10	2.32808441396564e-07
TRIM22	1.93509001415567	3.59928901538714	52.0065402608526	6.22209360022984e-10	2.87474706563428e-07
ADAMTS9	2.31099580818629	3.60057061676955	51.7130629067324	6.76962595649573e-10	3.09296688145672e-07
NEAT1	1.93294146176091	8.95667292558941	51.5535992535474	7.08771633325782e-10	3.20271313872046e-07
CLIC4	1.73714976306285	4.56607705862612	50.5086614083777	9.59121643482174e-10	4.28685673695511e-07
PLCE1	1.54012829107036	4.41084679217184	50.2919584578062	1.02157209192252e-09	4.51688649675851e-07
SYT17	1.25396562775334	4.75617439653302	49.7408911526686	1.19997442901458e-09	5.24924984266805e-07
SERPINA1	3.65889562945699	1.95346646209815	49.6485084700589	1.23288998203329e-09	5.30569976401704e-07
VIM	1.61445328786643	5.61153205951899	49.6325078945763	1.23868476980943e-09	5.30569976401704e-07
SLCO2B1	1.50289248287172	4.0157162333249	49.2987669423425	1.36616789693268e-09	5.79142514658471e-07
PALLD	1.37026475682428	4.29329799659709	49.1900192083689	1.41056798766528e-09	5.91862812783638e-07
TENM1	1.14423239569732	5.59816184948715	49.0733114949307	1.45987519493741e-09	6.01015089585584e-07
CBR1	1.00852622387274	5.70650695104894	49.0692736426578	1.46161257194938e-09	6.01015089585584e-07
ZFP36L1	1.60245965381193	5.39003982578666	48.9434041806514	1.51685284973995e-09	6.17554348329771e-07
AHNAK	1.53370112879575	7.16090829415679	48.8435041610328	1.56222482041756e-09	6.27369785248248e-07
PEA15	0.884996123481498	8.81546237560616	48.8235024068936	1.57147587258194e-09	6.27369785248248e-07
CRYBG3	1.16409278969871	5.12836983468443	48.6626948960173	1.6479334979937e-09	6.51567552283661e-07
LRIG1	1.33218605709989	5.88391346202364	48.5985257431695	1.67950409725189e-09	6.57725795038072e-07
GRM1	0.834538545038748	6.35732406206805	48.5409429296427	1.70836479266438e-09	6.6271660636188e-07
PIK3CG	2.53010159053579	2.33539951456293	48.2980000678106	1.83586932770196e-09	7.05522866870136e-07
HMGN1	0.930857037247303	5.30506296065169	48.2193075163709	1.8792406664896e-09	7.15503483389375e-07
SPATA13	1.37783260425547	4.60879952017067	48.0956011732864	1.9495675764413e-09	7.25097260918396e-07
COL21A1	2.21259233747911	2.60541157139703	48.0868939857064	1.95461864440682e-09	7.25097260918396e-07
SLC7A2	1.99179115515073	3.4430932490975	48.0797626806174	1.9587655821775e-09	7.25097260918396e-07
ZFP36	2.50059264140834	3.47482535063477	48.0520398024688	1.97497308421353e-09	7.25097260918396e-07
CD68	1.97594420897934	2.89034647085906	47.6595329421167	2.2198628941445e-09	8.07794355816123e-07
STAB1	2.3845846879511	3.34408191980438	47.6283688487676	2.24060101574001e-09	8.08188717256397e-07
PLAAT4	2.85268988269177	1.64614727365517	47.5252852435889	2.3106315838192e-09	8.23718307420403e-07
LINC01094	2.93708124560549	1.62442846825688	47.5063783391329	2.32371896062176e-09	8.23718307420403e-07
CDH20	1.05316411036468	4.59254961513063	47.3258169012913	2.45261923594885e-09	8.61980367369373e-07
NIBAN1	3.02220109845145	1.49029127225805	47.1295988861332	2.60107911014363e-09	9.06409940755137e-07
BST2	3.03629003557647	2.08017603826922	47.0918384659604	2.63069544507091e-09	9.09026863036266e-07
SON	0.670611785026046	8.66070859335386	46.862333897132	2.81833312151688e-09	9.65748816306449e-07
PADI2	1.26791283137062	5.17911928102256	46.5650461422753	3.08208827425814e-09	1.04740057716938e-06
CNTNAP3	1.30633888957752	5.21837279722648	46.3537519718825	3.28491310327611e-09	1.10717726890749e-06
HCLS1	2.23801529113758	2.30916893844653	46.1854167156644	3.45631907834799e-09	1.15547837806235e-06
CHI3L1	3.11486558581379	5.19310481889952	45.8666075267298	3.80665996851389e-09	1.26233756375235e-06
FCER1G	4.10541592611593	0.945667551101065	45.8358348331722	3.84235869360855e-09	1.26398231584947e-06
SERPING1	1.35249294259848	4.63211747745736	45.7470459101703	3.94730727566658e-09	1.28820059663024e-06
ANKRD6	0.91852289145269	5.34589383574751	45.6400866401565	4.07766696642708e-09	1.32026508393292e-06
DYRK1A	0.763602530289901	7.28873650844582	45.61195511648	4.11268444264363e-09	1.32119987719927e-06
C2CD2	1.00170939881594	5.73519655128899	45.5788729204017	4.15426122679239e-09	1.32421102050933e-06
PLSCR1	1.85167252450541	2.90812707172245	45.366209796313	4.4320789238274e-09	1.3984808212403e-06
TGFBI	2.61297260365046	2.41825353161345	45.3490779673795	4.45527693537157e-09	1.3984808212403e-06
TIAM1	0.803692010645847	6.7719876036856	45.2616390392415	4.57564131449382e-09	1.42538159736353e-06
MT2A	1.70359803474791	3.93474182532609	45.2003341326117	4.66202521922453e-09	1.435556150962e-06
C1QA	3.53606500756156	1.56325560529479	45.1890375412095	4.67812558922441e-09	1.435556150962e-06
CRYAB	1.52599252074954	6.48904803847272	44.6482306516254	5.51996122901416e-09	1.68133930175602e-06
ITSN1	0.607582815179827	8.67331522166854	44.4594390139687	5.84937052008983e-09	1.7685743807801e-06
SECTM1	3.73279569381429	0.813435030507974	44.3587001400057	6.03336691877666e-09	1.81089085912479e-06
GNG12	1.84580834729259	2.42738969645405	44.2644020597294	6.21100572814856e-09	1.85069967783673e-06
PRELP	1.63296587382442	4.09659012184235	43.9270491591411	6.89188962236428e-09	2.02890136446324e-06
MCM3AP	0.636376750557738	6.86157614795108	43.9196121007705	6.90773810858107e-09	2.02890136446324e-06
HGF	1.96179302035795	2.64990741797316	43.6786043041942	7.44219154187253e-09	2.17037529221134e-06
TENT4B	0.811539356703273	5.34019544885082	43.6222815987501	7.573124308509e-09	2.19300613778796e-06
ZNNT1	1.24746183766904	4.73147384011521	43.5340887256206	7.78293384767534e-09	2.23800167703783e-06
HLA-DPA1	2.46800264891565	2.29651534290687	43.489443899075	7.89141806915683e-09	2.24413170200033e-06
ABCC9	1.66344876718332	3.55873792056239	43.4804738279326	7.91340215929106e-09	2.24413170200033e-06
IFITM1	3.21356091642779	2.03161984711086	43.2551606270785	8.4868132800012e-09	2.39025864434007e-06
ARHGAP6	2.06088551867714	2.35729759708632	43.2041422021074	8.62249717429252e-09	2.41195295106741e-06
RUNX1	2.15315497299357	2.16525152530669	43.0654632774616	9.00272875025773e-09	2.50129869061215e-06
P2RY6	3.11239434374602	2.44353305607495	42.8955930053911	9.49214347682223e-09	2.61123503394697e-06
PLXDC2	1.28542537199794	5.92880175039086	42.8696665927888	9.56921781650895e-09	2.61123503394697e-06
ABHD4	1.53878765131287	2.79449018658507	42.8630728610628	9.588922425243e-09	2.61123503394697e-06
YBX3	2.22513514611619	3.12301684233132	42.7314244240365	9.99121389885626e-09	2.70288628632217e-06
RHOC	1.44913592863326	3.38207861257203	42.4392030455245	1.09475562108043e-08	2.94224517247237e-06
MSR1	3.32418800000232	1.54156409864862	42.4021013645775	1.10755550376467e-08	2.95457405890259e-06
PECAM1	1.85287688421942	3.56743353681019	42.384409061861	1.11371347064665e-08	2.95457405890259e-06
IFI16	2.2013350331216	2.64251932439919	42.3498241785417	1.12585317521046e-08	2.96763349773423e-06
MPZL2	3.93023692546259	0.797995295986798	42.3019285828011	1.14289072653095e-08	2.9933545652836e-06
HLA-B	1.74402669874341	4.23291042379623	41.9893423447206	1.26081140168309e-08	3.26762980724664e-06
CCBE1	2.24398346889909	2.84569795940928	41.9825598923458	1.26350471632348e-08	3.26762980724664e-06
SRGN	2.70125963201415	1.75525902934367	41.9568424806419	1.27377109944799e-08	3.27359172558133e-06
IFI30	3.05399670156466	1.4148926361472	41.7573056133497	1.35640586032316e-08	3.46431111655207e-06
GPR4	2.74260241086308	1.98876148906062	41.7225270202115	1.37136495160374e-08	3.48089671666331e-06
ITPRIPL2	1.61621735092579	2.96663082966506	41.5662389706258	1.44071666790726e-08	3.6344950542544e-06
CHPT1	0.907487547740667	4.69295963653695	41.4743024191398	1.48319188925618e-08	3.71883234672037e-06
PLCXD2	1.30965415933068	5.02050308813514	41.3683091318726	1.53376720490006e-08	3.8223337857873e-06
CDKN1A	2.30131679535198	2.94244334021092	41.3273323230388	1.55379296888371e-08	3.84891366749988e-06
TYMP	3.11227574939875	1.95924831912228	41.1336719544041	1.65214819087025e-08	4.062669683238e-06
DSEL	1.0568556589847	5.00606748883994	41.1190206127258	1.65984559042798e-08	4.062669683238e-06
ITGB4	2.08172035978114	4.56466424898008	40.8505717652165	1.80761614117183e-08	4.39817607840152e-06
TRPC4	1.52525069154532	3.24710518171498	40.8038944327211	1.83466303464027e-08	4.41675873357641e-06
IL4R	2.21406510505455	2.2295543130867	40.7906284327474	1.84242580765064e-08	4.41675873357641e-06
CHST6	1.98919133183197	3.14783851002486	40.7820273924666	1.8474769021769e-08	4.41675873357641e-06
TGFB2	1.22180640849094	4.51475362948356	40.6744081420795	1.91189828153953e-08	4.54435013508124e-06
RFTN1	-0.792215635358619	5.81740085068315	40.5812625989635	1.96952381723864e-08	4.65441490602603e-06
ADGRD1	2.28349082963395	1.80212676022862	40.5205493153915	2.0080458728457e-08	4.69207723650563e-06
SEMA3D	2.09328997162064	3.28893707922312	40.520180743121	2.00828208566389e-08	4.69207723650563e-06
HS3ST2	2.41101536227954	4.67457229324711	40.3290804276668	2.13469729509963e-08	4.95925156918061e-06
CPNE3	1.05718451238397	4.07385571733591	40.2767379745774	2.17073358600344e-08	4.99828831377131e-06
PEG10	1.40666154295479	8.288554187725	40.2694346997739	2.17581130390337e-08	4.99828831377131e-06
SLIT3	0.954088713061773	6.24079192514358	40.1135500696213	2.2871621129239e-08	5.20127399664382e-06
CFLAR	1.08133744843236	5.1877856238808	40.1104007659948	2.2894712874332e-08	5.20127399664382e-06
TGM2	1.99621230107628	3.49711407549328	39.8782239009049	2.46650601679552e-08	5.5726773302545e-06
PCBP3	1.370430136632	3.39311411809924	39.3908162160697	2.88556096256909e-08	6.48383971480006e-06
UBE2G2	0.806270706187093	6.57037814844106	39.3431733682731	2.9302809067592e-08	6.54854080901838e-06
TXNIP	1.76265104074711	3.96655593912262	39.2277327965004	3.04162650505252e-08	6.72929227553629e-06
FAM107A	1.3101062840181	7.76332685356474	39.2254295176621	3.04389193397313e-08	6.72929227553629e-06
TRAPPC10	0.719643111192855	6.55533562438522	39.0520316576752	3.21953397060944e-08	7.07953138350054e-06
ANO6	1.22269963774409	4.15632504663763	39.0275183001726	3.24519452723344e-08	7.09799994467229e-06
DNAH10OS	0.954957157019978	4.98389695322443	38.5333253021935	3.81002606185813e-08	8.27056092616241e-06
PHACTR2	0.945311054917471	4.76869503729782	38.5240763050496	3.82151404662174e-08	8.27056092616241e-06
TTC3	0.640817888091056	9.17059712728237	38.3036462868066	4.10613517747708e-08	8.84001458103966e-06
KLRD1	2.6746646569452	1.51433796812567	38.1819665181827	4.27252318785136e-08	9.15032049398166e-06
PTPRU	0.886902329104908	6.07395250593915	38.1564458093869	4.30829387347903e-08	9.17912145479056e-06
HEBP2	1.58318420344349	3.07768557941263	38.12063359871	4.35901080535797e-08	9.23930537712988e-06
TRIM54	-1.89628099901736	3.19495353756955	37.8800976425529	4.71599720784561e-08	9.94470795828776e-06
DDR1	1.22716819457615	5.3446526137457	37.7455122267425	4.92875789892447e-08	1.03403328981517e-05
IL10RA	1.92403911541357	2.83997408443649	37.7265416661005	4.95953377638413e-08	1.03520826845135e-05
MR1	1.5888036934634	2.80113991049469	37.6725680325363	5.04818328434125e-08	1.04839038713188e-05
PARVG	2.37610064947464	1.94904791163005	37.6096100595137	5.15365654246479e-08	1.06491636696559e-05
TRAF3IP2	1.63061842901138	2.6712361740467	37.5664459620504	5.22727969686407e-08	1.07472870567525e-05
SVIL	1.66511105878991	3.00833453432158	37.516993443433	5.31296301041012e-08	1.08691064173166e-05
PLCD3	1.18816712733976	4.16122511417763	37.3929037821265	5.53439957682015e-08	1.12245958933892e-05
ZNF83	1.0428767512467	5.09570812810049	37.3891057286768	5.54132530729088e-08	1.12245958933892e-05
KCNF1	-0.938197182113182	5.68592656184849	37.305984056489	5.69515566885932e-08	1.1440491221182e-05
FN1	1.48832459552671	4.88433063445739	37.3015138197977	5.70355228682468e-08	1.1440491221182e-05
PIRT	3.95748521786586	1.19516966135274	37.2602633296601	5.7816395465378e-08	1.15408261239628e-05
WWTR1	1.80912413096426	3.30726684936226	37.1818172813049	5.933193573266e-08	1.1786131388053e-05
MGST1	1.46363954037266	3.20852621922561	37.114049527602	6.06741340659581e-08	1.19948095807317e-05
ITPR3	1.93705774576537	2.62088161195425	37.0266526143672	6.24514592744495e-08	1.22871005041405e-05
CLIC1	2.73527012866634	1.40343162697534	36.929378040681	6.44929055387313e-08	1.26283251226316e-05
NEUROD6	-1.70650299172711	5.15936054382986	36.9037736771473	6.50416024553046e-08	1.26291887370672e-05
JUN	0.832760713476404	6.89575086023803	36.9005244474191	6.51115761735952e-08	1.26291887370672e-05
COLEC12	1.78238632775478	3.24883576716801	36.8578132796689	6.60386305279021e-08	1.27488661375931e-05
CXCL2	4.13675081896092	0.509017827353521	39.7402610871477	6.71643086414387e-08	1.29055905202615e-05
TYW5	0.914265440330483	4.11096543077436	36.7743454860312	6.78898027380957e-08	1.29843194818162e-05
LIX1	1.8986939822686	2.63246355422277	36.6862374369192	6.99020112056661e-08	1.33072717628564e-05
ITPRIP	2.92591629643838	1.99357910066794	36.5876545951912	7.22264858885651e-08	1.36864198144599e-05
CRYBG1	2.82960494890783	1.31305840222998	36.5082011480361	7.41578336641292e-08	1.39879363315091e-05
AKNA	1.01196745120177	4.57183727146769	36.3047889980239	7.93488115954931e-08	1.4868664069275e-05
GPRIN3	1.27137037319481	4.70374521809974	36.2971747227296	7.95502455068216e-08	1.4868664069275e-05
MCOLN3	3.24635139538396	1.11352699167517	36.2656342252278	8.03902733593417e-08	1.495768344134e-05
GNB4	1.34255095922526	4.34952594944441	36.113922994445	8.4560513785353e-08	1.56627402110528e-05
ARID5B	0.800080394629338	7.0113823754675	36.0912691420524	8.52020996448967e-08	1.5704762023356e-05
SMARCD3	0.877470406696607	6.2253996941346	36.0790153246421	8.55512328120558e-08	1.5704762023356e-05
MVP	1.6056483097907	3.50315714480748	35.8292866090499	9.29970516389587e-08	1.69957278373066e-05
N4BP2	1.08045577821608	4.1208283187263	35.7436226089539	9.57024714555025e-08	1.74127682577445e-05
FGD4	0.926214445885065	4.82334649527591	35.6890108843373	9.74694422487714e-08	1.76561386135219e-05
DONSON	1.60766622368062	2.7418052029994	35.4115609738495	1.06980295789086e-07	1.92939901879264e-05
FLT1	1.46364378961329	4.04158429026589	35.3266330592908	1.10079007862376e-07	1.976615197948e-05
SLIT1	0.688072319121514	7.93711588057702	35.234535436297	1.13544090316342e-07	2.02997086687304e-05
MIR4500HG	1.13204705687374	4.1063758843022	35.2167676349826	1.14225425069992e-07	2.03331146271778e-05
CCDC184	-1.01221060607107	5.09723655254577	35.0448007513171	1.21041717542238e-07	2.14536009712793e-05
CHST15	0.664226023244622	5.92241556650693	34.9976408290416	1.22983319837358e-07	2.1704180736962e-05
LCP1	2.37106593332217	1.59075486633687	34.9216012284721	1.26181815459155e-07	2.21734882550446e-05
DUSP4	-2.58404868258491	3.42376884602513	34.8549167604684	1.2905736886226e-07	2.25822936494304e-05
CLEC2B	3.38362633793431	0.527379188772813	34.8365295990629	1.29862079485984e-07	2.26268165612867e-05
BACH1	1.00584935652875	4.33805777401115	34.820993978814	1.30546024613103e-07	2.26500106839274e-05
TIMP2	0.75511214934565	6.74044417438412	34.7636876458256	1.3310118178359e-07	2.29963050207614e-05
SHD	-1.44803055000554	3.13036900300473	34.5688699951392	1.42179990600586e-07	2.44620971275987e-05
GBP2	2.83977753042435	1.74366223754124	34.5243336075975	1.44343687316283e-07	2.47308850935232e-05
FGF2	1.50660455698872	3.82555334939008	34.4807696650101	1.46492999021978e-07	2.49949880488952e-05
THSD4	1.22677056322648	2.91458695503409	34.3594792937557	1.52652656678495e-07	2.59383357133046e-05
ECHDC3	3.03759757318167	0.917803086800884	34.3243613610947	1.54485500180702e-07	2.61417438988908e-05
ABLIM1	0.671639213837083	7.10727711760875	34.2910906628292	1.56242869647074e-07	2.63307655733102e-05
RREB1	1.68593667859244	3.41279251978173	34.2524459132944	1.58310000742423e-07	2.65702335939936e-05
CDH6	1.18708686916507	5.21206170731866	34.2009574115851	1.61108053741356e-07	2.69299315847339e-05
CYBA	1.96314073955703	1.58827440532804	34.1238984928987	1.65391303436271e-07	2.75339692198359e-05
TMTC1	0.885502363581546	6.10544971515017	34.0006942202252	1.72485023002001e-07	2.85945376091886e-05
CRIM1	0.694234009018953	6.43631194185451	33.9893677471159	1.73152720444746e-07	2.85945376091886e-05
GALNT15	1.42041023319302	3.46097639020387	33.9219076667243	1.77185095069296e-07	2.91434044369978e-05
DACT1	1.62876681344454	2.97030263352349	33.8411073805394	1.82142615852e-07	2.98394596168694e-05
PCDH17	0.956158524588245	6.88807511764416	33.8183570340856	1.83564114722941e-07	2.98793171560459e-05
TEF	0.678022856156495	6.65354637947973	33.8139756790696	1.83839183863804e-07	2.98793171560459e-05
CXADR	1.09573603409367	4.81382695156545	33.7249632405672	1.89520528080829e-07	3.06814335223767e-05
BTG1	1.12145814983409	3.81793044961652	33.6891316137219	1.91858359013535e-07	3.09381008730845e-05
S100A11	2.79475341759042	1.1806679254544	33.4615036724883	2.07421192071965e-07	3.33170289765594e-05
SSTR2	0.909967196947403	6.32356491140507	33.402959448125	2.11630466265075e-07	3.38608746024119e-05
HRK	1.29874678289786	3.84341464184789	33.3885531927007	2.12679702803546e-07	3.38968580592318e-05
PLEKHA4	2.91390947230878	1.53106630340219	33.3106855117063	2.18444554814858e-07	3.46812358841196e-05
SCN9A	1.407922575027	3.96912320448098	33.2482542118256	2.23182855160338e-07	3.51783560269739e-05
PTPRC	2.11988912041826	1.96271704084134	33.2469007418626	2.23286744237358e-07	3.51783560269739e-05
GNA13	0.846422061618758	4.6759230539969	33.2221592244158	2.25194656162141e-07	3.53435277152184e-05
VWA5A	1.10157077166428	3.75004848421589	33.185346396076	2.28064601853964e-07	3.56578571415779e-05
CXXC4	1.24097217484308	4.6658457577996	33.1476469127654	2.31042781612002e-07	3.59866635601725e-05
ADGRE2	2.80724805996491	1.28677729407833	33.1129219852034	2.33821461815548e-07	3.62820321126616e-05
MTSS1	0.707927039749978	5.53852456315252	33.0675274516441	2.37505979615125e-07	3.67152100818569e-05
PRKAB2	1.26046527879969	5.05546890864434	33.0414448900094	2.39650044043063e-07	3.68612787203341e-05
LINC02607	2.08991860780379	4.56152265066021	33.0275459023093	2.40800724444289e-07	3.68612787203341e-05
LRRC3	2.76631529369217	1.66050826458569	33.023458788961	2.41140174508022e-07	3.68612787203341e-05
