NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PROLACTIN SIGNALING%WIKIPATHWAYS_20250210%WP2037%HOMO SAPIENS	PROLACTIN SIGNALING%WIKIPATHWAYS_20250210%WP2037%HOMO SAPIENS	Details ...	61	0.8149638	1.7191052	0.0	0.0013379327	0.021	4767	tags=51%, list=12%, signal=57%	
RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341	RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341	Details ...	68	0.79844046	1.7144778	0.0	0.0016248189	0.027	3573	tags=50%, list=9%, signal=55%	
HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES MAPK SIGNALING%WIKIPATHWAYS_20250210%WP4877%HOMO SAPIENS	HOST PATHOGEN INTERACTION OF HUMAN CORONAVIRUSES MAPK SIGNALING%WIKIPATHWAYS_20250210%WP4877%HOMO SAPIENS	Details ...	32	0.84511894	1.7144125	0.0	0.0015393021	0.027	2354	tags=47%, list=6%, signal=50%	
EBOLA VIRUS INFECTION IN HOST%WIKIPATHWAYS_20250210%WP4217%HOMO SAPIENS	EBOLA VIRUS INFECTION IN HOST%WIKIPATHWAYS_20250210%WP4217%HOMO SAPIENS	Details ...	105	0.78458375	1.7124358	0.0	0.0017334331	0.032	4786	tags=50%, list=12%, signal=56%	
T CELL RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP69%HOMO SAPIENS	T CELL RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP69%HOMO SAPIENS		59	0.8030376	1.7112198	0.0	0.0017539558	0.034	4767	tags=53%, list=12%, signal=59%	
INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036	INTERLEUKIN SIGNALING PATHWAY%PANTHER PATHWAY%P00036		85	0.7901394	1.7085366	0.0	0.001772514	0.036	5243	tags=55%, list=13%, signal=63%	
FCGR ACTIVATION%REACTOME%R-HSA-2029481.3	FCGR ACTIVATION%REACTOME%R-HSA-2029481.3		74	0.78944975	1.7075876	0.0	0.0016954482	0.036	3827	tags=15%, list=9%, signal=16%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884		40	0.83968467	1.7053005	0.0	0.0018054852	0.04	3799	tags=55%, list=9%, signal=61%	
IL6%NETPATH%IL6	IL6%NETPATH%IL6		54	0.8027744	1.704064	0.0	0.001862906	0.043	4189	tags=54%, list=10%, signal=60%	
CELL-MATRIX ADHESION%GOBP%GO:0007160	CELL-MATRIX ADHESION%GOBP%GO:0007160		108	0.76558614	1.7023476	0.0	0.0018743436	0.045	5753	tags=54%, list=14%, signal=62%	
CXCR4%IOB%CXCR4	CXCR4%IOB%CXCR4		62	0.79310036	1.7003467	0.0	0.0020057207	0.05	4378	tags=56%, list=11%, signal=63%	
NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071	NEGATIVE REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045071		49	0.81129766	1.6982127	0.0	0.0019726646	0.05	3070	tags=43%, list=7%, signal=46%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDBHALLMARK%HALLMARK_INFLAMMATORY_RESPONSE		176	0.7538927	1.6961874	0.0	0.0019793727	0.052	5163	tags=55%, list=13%, signal=63%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504		29	0.85818106	1.694311	0.0	0.0020941228	0.057	4391	tags=69%, list=11%, signal=77%	
T CELL ACTIVATION SARS COV 2%WIKIPATHWAYS_20250210%WP5098%HOMO SAPIENS	T CELL ACTIVATION SARS COV 2%WIKIPATHWAYS_20250210%WP5098%HOMO SAPIENS		63	0.7896093	1.6941342	0.0	0.0020265705	0.057	3610	tags=40%, list=9%, signal=43%	
COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20250210%WP558%HOMO SAPIENS	COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20250210%WP558%HOMO SAPIENS		46	0.8148333	1.6919051	0.0	0.0020990616	0.06	2591	tags=46%, list=6%, signal=49%	
KITRECEPTOR%IOB%KITRECEPTOR	KITRECEPTOR%IOB%KITRECEPTOR		56	0.7992603	1.691824	0.0	0.0020354537	0.06	5234	tags=55%, list=13%, signal=63%	
TH17 CELL DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20250210%WP5130%HOMO SAPIENS	TH17 CELL DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20250210%WP5130%HOMO SAPIENS		46	0.80641437	1.6916409	0.0	0.0020393014	0.062	4576	tags=48%, list=11%, signal=54%	
INSULIN IGF PATHWAY-MITOGEN ACTIVATED PROTEIN KINASE KINASE MAP KINASE CASCADE%PANTHER PATHWAY%P00032	INSULIN IGF PATHWAY-MITOGEN ACTIVATED PROTEIN KINASE KINASE MAP KINASE CASCADE%PANTHER PATHWAY%P00032		29	0.84957623	1.6913584	0.0	0.0019810356	0.062	3793	tags=59%, list=9%, signal=65%	
PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108	PEPTIDYL-TYROSINE PHOSPHORYLATION%GOBP%GO:0018108		58	0.7845893	1.6907333	0.0	0.0019561301	0.063	5017	tags=48%, list=12%, signal=55%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478		34	0.84337246	1.6879517	0.0	0.002283997	0.076	4391	tags=65%, list=11%, signal=72%	
RAS PATHWAY%PANTHER PATHWAY%P04393	RAS PATHWAY%PANTHER PATHWAY%P04393		69	0.78744346	1.687755	0.0	0.0022238917	0.076	5039	tags=46%, list=12%, signal=53%	
KITRECEPTOR%NETPATH%KITRECEPTOR	KITRECEPTOR%NETPATH%KITRECEPTOR		53	0.7990938	1.6860307	0.0	0.0023895225	0.084	4378	tags=51%, list=11%, signal=57%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495		28	0.85941714	1.685793	0.0	0.0023567325	0.085	4391	tags=71%, list=11%, signal=80%	
PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047	PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047		125	0.7558248	1.6842915	0.0	0.0024316963	0.089	4896	tags=44%, list=12%, signal=50%	
ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING	ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ANGIOPOIETIN RECEPTOR TIE2-MEDIATED SIGNALING		50	0.80250156	1.6826655	0.0	0.00250308	0.094	4767	tags=50%, list=12%, signal=56%	
PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY	PID_ALK1_PATHWAY%MSIGDB_C2%PID_ALK1_PATHWAY		20	0.8920191	1.6824658	0.0	0.0024699885	0.095	3091	tags=70%, list=8%, signal=76%	
INTERFERON TYPE I SIGNALING%WIKIPATHWAYS_20250210%WP585%HOMO SAPIENS	INTERFERON TYPE I SIGNALING%WIKIPATHWAYS_20250210%WP585%HOMO SAPIENS		48	0.8042953	1.681455	0.0	0.0025617618	0.1	4378	tags=52%, list=11%, signal=58%	
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS		47	0.8018729	1.6812327	0.0	0.0025048337	0.1	4189	tags=53%, list=10%, signal=59%	
COMPLEMENT PATHWAY%PATHWHIZ%PW064819	COMPLEMENT PATHWAY%PATHWHIZ%PW064819		19	0.8964249	1.6796412	0.0	0.0027323822	0.111	1341	tags=53%, list=3%, signal=54%	
REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663	REGULATION OF INTERLEUKIN-2 PRODUCTION%GOBP%GO:0032663		50	0.794789	1.6782608	0.0	0.0027663046	0.115	2261	tags=40%, list=5%, signal=42%	
DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20250210%WP3896%HOMO SAPIENS	DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20250210%WP3896%HOMO SAPIENS		47	0.8102151	1.6776031	0.0	0.0027990711	0.118	2591	tags=45%, list=6%, signal=48%	
GM-CSF%IOB%GM-CSF	GM-CSF%IOB%GM-CSF		47	0.8124847	1.6773728	0.0	0.0027640364	0.119	5904	tags=64%, list=14%, signal=74%	
PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY	PID_HNF3A_PATHWAY%MSIGDB_C2%PID_HNF3A_PATHWAY		35	0.8188375	1.6767772	0.0	0.0027954709	0.123	1975	tags=40%, list=5%, signal=42%	
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041	REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902041		35	0.82625073	1.6751025	0.0	0.0029743447	0.133	1859	tags=40%, list=5%, signal=42%	
SIGNALING BY TGFB FAMILY MEMBERS%REACTOME%R-HSA-9006936.9	SIGNALING BY TGFB FAMILY MEMBERS%REACTOME%R-HSA-9006936.9		155	0.7475341	1.6746484	0.0	0.0029588416	0.135	6215	tags=57%, list=15%, signal=67%	
THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING	THROMBOXANE A2 RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%THROMBOXANE A2 RECEPTOR SIGNALING		56	0.7940337	1.6740187	0.0	0.003046046	0.142	4300	tags=54%, list=10%, signal=60%	
IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME DATABASE ID RELEASE 91%198933	IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME DATABASE ID RELEASE 91%198933		187	0.74783695	1.6734127	0.0	0.0030298617	0.144	4786	tags=32%, list=12%, signal=36%	
AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS	AGE RAGE PATHWAY%WIKIPATHWAYS_20250210%WP2324%HOMO SAPIENS		48	0.79456437	1.6732043	0.0	0.0029747733	0.144	6214	tags=63%, list=15%, signal=74%	
REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764	REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050764		87	0.7660586	1.673161	0.0	0.0029216525	0.144	4661	tags=47%, list=11%, signal=53%	
POSITIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045807	POSITIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045807		132	0.7510254	1.6730499	0.0	0.0028894173	0.145	4739	tags=47%, list=12%, signal=53%	
INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5	INTERLEUKIN-10 SIGNALING%REACTOME%R-HSA-6783783.5		45	0.8003583	1.6730161	0.0	0.0028395997	0.145	5388	tags=60%, list=13%, signal=69%	
POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018	POSITIVE REGULATION OF VASCULATURE DEVELOPMENT%GOBP%GO:1904018		127	0.7499348	1.6721762	0.0	0.0028282902	0.147	3736	tags=39%, list=9%, signal=42%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886		26	0.8561225	1.6717465	0.0	0.0028174259	0.148	4391	tags=69%, list=11%, signal=77%	
PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY	PID_PDGFRB_PATHWAY%MSIGDB_C2%PID_PDGFRB_PATHWAY		94	0.75882244	1.671207	0.0	0.0027890438	0.149	5212	tags=46%, list=13%, signal=52%	
REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING	REGULATION OF NUCLEAR SMAD2 3 SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR SMAD2 3 SIGNALING		82	0.7616815	1.6708976	0.0	0.0027440595	0.149	6418	tags=57%, list=16%, signal=68%	
BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY	BIOCARTA_KERATINOCYTE_PATHWAY%MSIGDB_C2%BIOCARTA_KERATINOCYTE_PATHWAY		39	0.810302	1.6707414	0.0	0.002717788	0.15	3563	tags=46%, list=9%, signal=50%	
ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045446	ENDOTHELIAL CELL DIFFERENTIATION%GOBP%GO:0045446		57	0.78770345	1.6699598	0.0	0.002776562	0.154	5697	tags=53%, list=14%, signal=61%	
VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2	VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TRANSCRIPTIONAL TARGETS OF AP1 FAMILY MEMBERS FRA1 AND FRA2		37	0.82137686	1.669893	0.0	0.002733846	0.154	5122	tags=65%, list=12%, signal=74%	
INTERLEUKIN 1 IL 1 STRUCTURAL PATHWAY%WIKIPATHWAYS_20250210%WP2637%HOMO SAPIENS	INTERLEUKIN 1 IL 1 STRUCTURAL PATHWAY%WIKIPATHWAYS_20250210%WP2637%HOMO SAPIENS		35	0.82416105	1.6697013	0.0	0.0027416146	0.156	3567	tags=49%, list=9%, signal=53%	
TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20250210%WP3945%HOMO SAPIENS	TYROBP CAUSAL NETWORK IN MICROGLIA%WIKIPATHWAYS_20250210%WP3945%HOMO SAPIENS		44	0.81197655	1.6691738	0.0	0.0027650963	0.159	5873	tags=68%, list=14%, signal=79%	
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING		42	0.79349995	1.6672167	0.0	0.00296351	0.17	5838	tags=60%, list=14%, signal=69%	
PID_MYC_REPRESS_PATHWAY%MSIGDB_C2%PID_MYC_REPRESS_PATHWAY	PID_MYC_REPRESS_PATHWAY%MSIGDB_C2%PID_MYC_REPRESS_PATHWAY		51	0.79228956	1.6662385	0.0	0.0031404865	0.182	4319	tags=53%, list=11%, signal=59%	
TOLL-LIKE RECEPTOR PATHWAY 1%PATHWHIZ%PW064909	TOLL-LIKE RECEPTOR PATHWAY 1%PATHWHIZ%PW064909		33	0.8267331	1.6658474	0.0010976949	0.0031266338	0.184	3085	tags=48%, list=8%, signal=52%	
BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY	BIOCARTA_MET_PATHWAY%MSIGDB_C2%BIOCARTA_MET_PATHWAY		27	0.8342793	1.6653954	0.0	0.0031436845	0.188	4767	tags=56%, list=12%, signal=63%	
ALLOGRAFT REJECTION%WIKIPATHWAYS_20250210%WP2328%HOMO SAPIENS	ALLOGRAFT REJECTION%WIKIPATHWAYS_20250210%WP2328%HOMO SAPIENS		58	0.78111	1.6651461	0.0	0.0031452123	0.191	3426	tags=47%, list=8%, signal=51%	
NEGATIVE REGULATION OF VIRAL PROCESS%GOBP%GO:0048525	NEGATIVE REGULATION OF VIRAL PROCESS%GOBP%GO:0048525		71	0.7701401	1.6644441	0.0	0.003191177	0.194	4989	tags=44%, list=12%, signal=50%	
HEPATITIS B INFECTION%WIKIPATHWAYS_20250210%WP4666%HOMO SAPIENS	HEPATITIS B INFECTION%WIKIPATHWAYS_20250210%WP4666%HOMO SAPIENS		99	0.75860286	1.6641587	0.0	0.0032067082	0.197	4989	tags=47%, list=12%, signal=54%	
IL17 SIGNALING%WIKIPATHWAYS_20250210%WP2112%HOMO SAPIENS	IL17 SIGNALING%WIKIPATHWAYS_20250210%WP2112%HOMO SAPIENS		22	0.8736714	1.6639686	0.0	0.0031927782	0.198	2261	tags=45%, list=5%, signal=48%	
ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS	ALK1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ALK1 SIGNALING EVENTS		26	0.8494911	1.6631589	0.0	0.003193476	0.201	5097	tags=73%, list=12%, signal=83%	
BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY	BIOCARTA_CTCF_PATHWAY%MSIGDB_C2%BIOCARTA_CTCF_PATHWAY		18	0.8901157	1.6624439	0.0	0.0032224627	0.204	3208	tags=56%, list=8%, signal=60%	
POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766	POSITIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0045766		123	0.74694294	1.6623497	0.0	0.003181149	0.204	3736	tags=37%, list=9%, signal=41%	
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698		90	0.75933456	1.66176	0.0	0.0031957438	0.206	5388	tags=53%, list=13%, signal=61%	
NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680	NEGATIVE REGULATION OF EPITHELIAL CELL PROLIFERATION%GOBP%GO:0050680		83	0.7638485	1.6615803	0.0	0.003155797	0.206	4665	tags=49%, list=11%, signal=56%	
INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.9	INTERFERON ALPHA BETA SIGNALING%REACTOME%R-HSA-909733.9		76	0.7733627	1.6611235	0.0	0.0031702921	0.208	4500	tags=47%, list=11%, signal=53%	
IL3 SIGNALING%WIKIPATHWAYS_20250210%WP286%HOMO SAPIENS	IL3 SIGNALING%WIKIPATHWAYS_20250210%WP286%HOMO SAPIENS		37	0.8087354	1.6606437	0.0	0.00319765	0.21	4767	tags=59%, list=12%, signal=67%	
HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP313%HOMO SAPIENS	HEPATOCYTE GROWTH FACTOR RECEPTOR SIGNALING%WIKIPATHWAYS_20250210%WP313%HOMO SAPIENS		27	0.85389847	1.6603462	0.0	0.0032113553	0.213	4767	tags=67%, list=12%, signal=75%	
MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20250210%WP4205%HOMO SAPIENS	MET IN TYPE 1 PAPILLARY RENAL CELL CARCINOMA%WIKIPATHWAYS_20250210%WP4205%HOMO SAPIENS		44	0.80306274	1.6597328	0.0	0.0033021083	0.222	4767	tags=48%, list=12%, signal=54%	
REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709	REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002709		91	0.7539873	1.6596186	0.0	0.0032759106	0.223	4526	tags=40%, list=11%, signal=44%	
POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766	POSITIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050766		65	0.77551633	1.6593571	0.0	0.0033258016	0.227	4661	tags=51%, list=11%, signal=57%	
PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212	PEPTIDYL-TYROSINE MODIFICATION%GOBP%GO:0018212		59	0.780073	1.6592511	0.0	0.0033124136	0.229	5017	tags=47%, list=12%, signal=54%	
HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION%MSIGDBHALLMARK%HALLMARK_ALLOGRAFT_REJECTION		168	0.74222577	1.658112	0.0	0.0035459273	0.246	5151	tags=44%, list=13%, signal=50%	
PID_CXCR4_PATHWAY%MSIGDB_C2%PID_CXCR4_PATHWAY	PID_CXCR4_PATHWAY%MSIGDB_C2%PID_CXCR4_PATHWAY		72	0.7696987	1.6568614	0.0	0.003700709	0.258	5241	tags=54%, list=13%, signal=62%	
PATHWAYS AFFECTED IN ADENOID CYSTIC CARCINOMA%WIKIPATHWAYS_20250210%WP3651%HOMO SAPIENS	PATHWAYS AFFECTED IN ADENOID CYSTIC CARCINOMA%WIKIPATHWAYS_20250210%WP3651%HOMO SAPIENS		40	0.796051	1.6549933	0.0	0.0039368127	0.276	5609	tags=58%, list=14%, signal=67%	
