NAME	TITLE	SCORE	
EPCIP-AS1		7.3439493	
HSPG2		7.343255	
RAP2B		7.338035	
VAT1L		7.332881	
MINDY2		7.3209157	
LCORL		7.31057	
ARL17B		7.3022313	
WSCD1		7.2952123	
LPIN2		7.289606	
ANOS1		7.2885675	
VWA1		7.2820554	
MAPKAPK2		7.2801957	
LMAN1		7.2752485	
HCLS1		7.273306	
GNB4		7.271636	
ARRDC3		7.2652926	
TMBIM1		7.262126	
INTU		7.260492	
TMEM255A		7.2452426	
WFS1		7.2361636	
CHI3L2		7.234539	
PPIL6		7.2343526	
DUSP16		7.216548	
PRICKLE2		7.2103105	
PLA1A		7.203775	
MCOLN3		7.1997905	
WASF2		7.1893544	
HGF		7.1791754	
FLT1		7.175246	
CD81		7.1658273	
ABCD4		7.1633863	
RNF152		7.1607437	
FANCL		7.15323	
SMG6		7.1374574	
TNFAIP3		7.1349335	
ANGPTL4		7.132405	
CYBA		7.131142	
PLCD3		7.1145425	
USP47		7.1138268	
PABPC1		7.111817	
PXN		7.110993	
GJA1		7.096278	
TUBB2B		7.092271	
FYCO1		7.070772	
IL10RA		7.0652447	
ZDHHC22		7.0619006	
GBP2		7.0534463	
CCDC117		7.0521708	
ZBED6		7.0500827	
TAB2		7.047102	
SEL1L3		7.0443883	
TRIM22		7.0406013	
MR1		7.040091	
NRP2		7.0377326	
IL4R		7.032271	
S100PBP		7.0246067	
SSTR2		7.0135355	
RGS1		7.0046253	
OTOF		6.9972377	
C1QL1		6.99602	
VAMP8		6.9951925	
ITGA6		6.988711	
FOXO6		6.987893	
CHST3		6.984992	
RNASEH2C		6.9805655	
SECTM1		6.9789805	
PFKL		6.975198	
FNDC3A		6.9720345	
KLHL6		6.969277	
LAIR1		6.960161	
PAK2		6.9540033	
IL1R1		6.953643	
TTN-AS1		6.9507775	
TBC1D2B		6.94784	
NEK7		6.9373198	
TMEM43		6.933348	
CFI		6.9213214	
ALPK1		6.91642	
TRIM56		6.9147263	
NDN		6.9128785	
MYBPH		6.908998	
TSPO		6.898967	
GPR4		6.8923635	
ZNF831		6.8870635	
ATF3		6.8829746	
ANKRD45		6.8787622	
TMTC1		6.8780646	
CAPG		6.875816	
MAGED4		6.865809	
ZCCHC14		6.8634367	
SELL		6.8608475	
CIMIP2C		6.858553	
LILRB2		6.8573084	
SYNE2		6.845469	
C21orf91		6.8396645	
LSS		6.835212	
KIAA1958		6.828103	
RSPO3		6.81918	
LRP10		6.802291	
DDAH2		6.7897096	
LINC00205		6.7885776	
THUMPD3-AS1		6.7874503	
SERPINH1		6.785858	
FCGR3A		6.7770767	
CHAF1B		6.7768126	
SUPT20H		6.774197	
A2M		6.7703786	
HMBOX1		6.7625165	
CYBRD1		6.7586374	
IRS4		6.746139	
TUNAR		6.7318816	
NPC2		6.72622	
SLC37A1		6.721116	
NUFIP2		6.714648	
UBR2		6.712965	
RAB8B		6.7122293	
PIK3R2		6.7085204	
CACHD1		6.6989098	
YPEL1		6.6988673	
ITGA1		6.698534	
MC4R		6.678251	
SEPTIN2		6.669223	
NID1		6.668726	
SUMO3		6.668434	
NABP1		6.6617384	
RAB21		6.659425	
RALGPS2		6.650055	
STARD8		6.6390533	
BNIP2		6.636221	
KCNIP2		6.6347694	
SAT1		6.632459	
ITPKB		6.6225286	
LTBP2		6.6213837	
CSF3R		6.6168575	
TOX3		6.610862	
GABRG1		6.609599	
SLC30A1		6.6079464	
RNF139-DT		6.6064615	
RAB3IP		6.604961	
RCN1		6.59504	
NRIP1		6.5917606	
MGST1		6.5905285	
MAP3K2		6.5864344	
JMY		6.582693	
TGFB2		6.5826316	
HCN4		6.5773144	
RASGRF2		6.5667667	
PTPRC		6.5661416	
STAG2		6.5594387	
OLFML2A		6.5569596	
KCTD7		6.5549407	
SAP30-DT		6.5526643	
LRP1B		6.548911	
PPP4R2		6.5476155	
ZNF706		6.545444	
SASH3		6.5419683	
IL6ST		6.5385675	
YTHDF1		6.529136	
ZNF701		6.527928	
LPP		6.5257525	
ACSL5		6.523017	
JUP		6.519477	
LGALS3BP		6.5173073	
RNF169		6.5154495	
MYO16		6.5138993	
H3-3B		6.5123777	
CHST15		6.510299	
HIPK1		6.505454	
MVP		6.5024104	
SLC30A10		6.5016026	
RTP5		6.4943366	
PSD3		6.486387	
POLD2		6.4850063	
MCM3AP-AS1		6.4802566	
FGFRL1		6.4792924	
PAIP2B		6.4667497	
DNAJC3		6.466128	
PAFAH1B3		6.459152	
NPNT		6.458069	
SH3GLB1		6.4548683	
VCAM1		6.444312	
TASOR		6.4387665	
HELZ2		6.435697	
FGL2		6.433133	
RAB3B		6.426549	
C15orf40		6.410445	
PNMA5		6.410192	
SIGLEC1		6.409723	
IL13RA1		6.409546	
SPR		6.4087167	
CYYR1		6.405963	
CBFB		6.394635	
PTGER3		6.393735	
GPR6		6.3931537	
BHLHE41		6.3850293	
FTL		6.38493	
RYBP		6.381032	
HSPA6		6.3743606	
ZMYM3		6.3621626	
MOB1A		6.36011	
ITPR3		6.3557878	
MCM6		6.3544865	
PDK4		6.3436933	
CR1		6.340655	
PAPOLA		6.3362107	
FAM117A		6.3335443	
FPR3		6.332305	
SERINC5		6.3311477	
STEAP3		6.32925	
MOB3C		6.325618	
ICOSLG		6.320867	
PHTF2		6.316808	
SERTAD2		6.311737	
GAN		6.303738	
SLC9A9		6.3020535	
HIPK3		6.300748	
DTWD1		6.289991	
ANGEL2		6.288531	
ALDH1L1		6.2840576	
APOL6		6.2816987	
B4GALT1		6.281548	
CSF1		6.2815366	
MYD88		6.280273	
PPP1R18		6.278863	
AFF4		6.2700024	
ULK2		6.2698965	
MANBA		6.262724	
LINC02884		6.2608075	
PMP22		6.25993	
TMED10		6.252136	
ITGB1		6.2499404	
LIMS1		6.2488813	
NOS1		6.2471166	
SIGLEC9		6.245867	
DYRK3		6.238769	
TPD52L1		6.2353916	
OTULINL		6.234144	
ADGRL4		6.2340574	
CCDC163		6.2274156	
CDK2		6.2071404	
PTPRZ1		6.204344	
CCT8		6.196076	
LBX2-AS1		6.1916575	
H2BC19P		6.1810856	
TG		6.1738997	
ARL4A		6.1737676	
LGALS9		6.1623034	
CALCOCO2		6.159345	
SLC7A14		6.1541204	
YBX1		6.1529884	
PDLIM5		6.148454	
CASP4		6.1459146	
KSR1		6.1439166	
ZNF347		6.140171	
CSNK1G1		6.131061	
SELENOP		6.129573	
ANXA1		6.129109	
APOD		6.12622	
TRIM27		6.116655	
RBM11		6.1143217	
CIITA		6.1099324	
FCHSD1		6.1056356	
SESN2		6.1029525	
MED28		6.1025043	
CDH6		6.1013246	
DACT1		6.101074	
HSPA13		6.099259	
TMPRSS3		6.0978217	
FAM241A		6.097694	
USF3		6.0913672	
CARMIL3		6.0901704	
TPPP3		6.088909	
MTHFD2L		6.087194	
PHC3		6.0856576	
OSBPL11		6.085379	
TMEM161B-DT		6.075864	
RGS14		6.074625	
CSGALNACT1		6.074003	
TGFBR3		6.070397	
MGA		6.0664306	
ELOVL5		6.0653896	
S100A10		6.0643764	
PSAT1		6.0640755	
CDH20		6.0608463	
PODN		6.0529203	
ESRP2		6.0496345	
FCHSD2		6.039798	
CLSTN2		6.039424	
ADD3		6.032019	
ALOX5AP		6.022467	
EEF1A1		6.017567	
TNRC6B		6.0129147	
STK17B		6.0113072	
NCOA1		6.0097656	
PCID2		6.0053687	
CCDC71L		6.00299	
SP1		5.999702	
RREB1		5.995403	
MMEL1		5.9952106	
HIBCH		5.9874425	
ATM		5.9873815	
RBM12B		5.98026	
RIMBP3C		5.97795	
MON1B		5.9771137	
FOXC1		5.9770308	
PPARG		5.97614	
AMER2		5.9728265	
MGAT4A		5.9719486	
SFMBT2		5.9671106	
APP-DT		5.965361	
C3AR1		5.9613643	
TNFRSF11B		5.9605603	
HTR1A		5.956442	
ARHGAP32		5.956078	
TP53BP2		5.953675	
LIN7C		5.952988	
HSPA1A		5.9461527	
ZNF226		5.9452834	
MID1IP1		5.942642	
PKIA		5.93942	
SEMA3D		5.934653	
FARP1		5.93016	
LY75-CD302		5.919898	
ANXA11		5.9149833	
THSD4		5.911918	
GPR84		5.910805	
OAS1		5.9096756	
CXCL16		5.909136	
CACUL1		5.906738	
VWA5A		5.9047575	
NFKBIA		5.8950815	
FAM171B		5.8824906	
CD300A		5.878264	
SOD3		5.87777	
DISP2		5.8740377	
MLLT3		5.873161	
SILC1		5.858582	
RASEF		5.8553157	
RC3H1		5.8540454	
NMT1		5.8512945	
PARP9		5.848076	
TOMM34		5.8465533	
HK2		5.843829	
PKP4		5.836348	
NR2F2		5.8328424	
CTNNA1		5.8323884	
KAT6A		5.8277273	
LRRC58		5.825467	
ZC3H12C		5.823864	
ELF1		5.8209686	
CYSLTR2		5.8166227	
CYP1B1		5.8152313	
EPHA7		5.8139052	
MAP1A		5.803963	
XRN1		5.8025417	
FLNC		5.80214	
KCNE4		5.8021317	
C21orf58		5.796606	
PLIN3		5.7922263	
WDR45B		5.791681	
PLOD1		5.790705	
PNP		5.790556	
SOSTDC1		5.7878494	
CEMIP2		5.7876763	
MYL12A		5.782701	
CARHSP1		5.7802067	
ZNF808		5.7801466	
ZNF678		5.779544	
PMP2		5.7747693	
GNA13		5.7601285	
COASY		5.7597284	
RCOR1		5.7582827	
REL		5.7561717	
CLEC2B		5.752913	
TAGLN2		5.7465305	
CD9		5.746512	
TRIM16		5.7438416	
FNIP2		5.732941	
TGFBR2		5.73245	
YAP1		5.726067	
STON2		5.7249465	
CHERP		5.7235985	
SOD1		5.7196155	
PPP1R10		5.717633	
SPMIP8		5.715161	
FCGR2A		5.713425	
STIM1		5.708844	
OSM		5.7074127	
ITGAX		5.7061024	
C1orf198		5.701501	
RUNX1-AS1		5.696019	
RAB31		5.685763	
DBI		5.6815453	
CCDC92		5.680068	
ARHGEF6		5.679847	
MYO9A		5.6783524	
SLC35F5		5.678311	
SFN		5.6639104	
CFH		5.6637163	
ARHGAP18		5.6615815	
PAXBP1-AS1		5.6529965	
SEMA4A		5.6479692	
MIR4435-2HG		5.643904	
OTUD4		5.6423726	
CCDC149		5.6396465	
RASL12		5.6374154	
TRIP10		5.635797	
SLC39A14		5.635268	
IGHG4		5.6288104	
COL6A2		5.6238	
RC3H2		5.622433	
ZNF253		5.618856	
TRAPPC2		5.6182413	
CAPN7		5.615702	
ALDH2		5.611593	
NPC1L1		5.605384	
ADIPOR2		5.6040564	
PLAAT3		5.599173	
FAM117B		5.585119	
COCH		5.5817356	
TNC		5.576185	
ZNF729		5.572643	
FXYD6-FXYD2		5.57261	
SLC7A3		5.567778	
SMAD5		5.5644064	
PTPN2		5.563846	
H2AC20		5.561761	
PSD4		5.55997	
HEATR5A		5.5546083	
CPVL		5.551396	
RIMOC1		5.5501623	
SLIT1		5.5433016	
MAOB		5.5400467	
CFLAR-AS1		5.539647	
CD40		5.535275	
USP16		5.534394	
PIGT		5.52965	
H2BC20P		5.528501	
GPRC5A		5.5269837	
IKZF2		5.5231414	
TMEM176B		5.5216193	
YIPF6		5.5185156	
PIEZO2		5.518224	
ZNF607		5.5126386	
CNR1		5.5028343	
KLC3		5.4960237	
PEX6		5.492194	
DHRS3		5.491344	
MROH6		5.489982	
COX19		5.4881163	
NPBWR1		5.484163	
XPO1		5.4832582	
LGALS3		5.48207	
DPY19L3		5.4813066	
HTR1B		5.4796796	
MEGF9		5.478614	
MAF		5.472886	
FABP7		5.470627	
SAMD9L		5.4700594	
GPRC5B		5.466195	
PRKCH		5.4653506	
COL8A1		5.4637165	
ARAP1		5.4635525	
TMOD3		5.455454	
NDRG1		5.453175	
PARP14		5.450205	
ZSCAN18		5.4366083	
ACVRL1		5.434566	
ZNF518B		5.429939	
ECHDC3		5.4252143	
PSRC1		5.4242516	
TULP3		5.420691	
CASP7		5.418685	
CCL2		5.4186635	
MARCHF1		5.4080715	
VWF		5.403857	
GPR27		5.402648	
N4BP2L2-IT2		5.4026384	
BLVRB		5.400194	
RHOQ		5.397835	
COG8		5.397263	
EXOSC8		5.3953795	
ZNF766		5.39221	
SHF		5.388195	
REST		5.386178	
BCL2A1		5.384801	
TPD52L2		5.3835073	
SP9		5.37986	
HYCC1		5.378652	
EPG5		5.375882	
APTR		5.3724437	
FUT9		5.3702846	
KCTD2		5.365261	
KYNU		5.364097	
DENND2A		5.3639803	
PRKX		5.361701	
ADA		5.3608956	
ZNF141		5.358058	
TMED5		5.348383	
STEAP4		5.3459992	
MED16		5.344466	
TOR1AIP1		5.3402944	
RUNX1T1		5.3324614	
ARHGAP35		5.3312473	
UTRN		5.3296804	
GPR155		5.3290415	
ACP6		5.3275504	
RELA		5.3269305	
SYPL1		5.3266063	
GRAMD1A		5.3261447	
CASP1		5.3213925	
REXO4		5.321027	
ERLIN1		5.318507	
SP100		5.3180833	
TUBB6		5.31755	
NMI		5.3164716	
NDUFV3		5.3110833	
PUS7L		5.3109493	
SMPD4BP		5.309593	
PPP1R12B		5.3006864	
DSTYK		5.2962713	
NQO1		5.295848	
ZDHHC7		5.2943816	
PODXL		5.293671	
LRRC37A		5.2932587	
H2BC26		5.289926	
DCP2		5.2845483	
GNG5		5.278549	
LYN		5.274079	
SPATA31A5		5.273468	
SOX5		5.270573	
S100A8		5.268324	
KHSRP		5.2631702	
GPD2		5.2630153	
EFEMP1		5.2627587	
NT5DC3		5.2626624	
STAT5A		5.2621	
H1-10		5.253058	
BTG3-AS1		5.252827	
ABCB1		5.250976	
NFE2		5.244563	
PRIMA1		5.24303	
PML		5.242444	
ZNF461		5.240306	
PCSK5		5.239033	
ZNF217		5.2346654	
SPAG5		5.233795	
ABI1		5.2289715	
ABHD2		5.2260528	
MAFF		5.2258024	
MALT1		5.225771	
PTPN13		5.2218447	
SH3BGR		5.2159667	
LINC00662		5.214745	
NUP62		5.2125735	
ESYT3		5.2093544	
SGSM1		5.209061	
GRIK4		5.208587	
FGF17		5.2066126	
NFIB		5.206475	
B3GAT2		5.205493	
SUGT1		5.2007513	
TBL1X		5.199378	
HSPA1B		5.197168	
SLC25A23		5.189126	
A4GALT		5.183587	
EGLN1		5.178368	
P2RY2		5.1759562	
MYCL		5.1743054	
C1orf226		5.169396	
SPATA17		5.168544	
ZNF519		5.1671968	
SOWAHC		5.1617336	
FLNB		5.156497	
C1orf87		5.155327	
DERL1		5.1516266	
TMEM176A		5.1498313	
YES1		5.1477537	
PID1		5.1472106	
ZNF486		5.143534	
PIP5K1A		5.1419587	
ZNF229		5.1387625	
HSPA7		5.1187525	
DOP1B		5.116588	
PSTPIP1		5.111999	
MAPK1		5.106966	
PEX11A		5.10181	
TMEM123		5.1010704	
TGIF1		5.1003556	
BTD		5.0986037	
CHRDL1		5.0961123	
ZKSCAN8		5.0937243	
LSM8		5.092302	
CPNE6		5.089755	
CYBB		5.0873637	
ADGRL3		5.080581	
DOCK9		5.080487	
HTR1D		5.0795326	
COL1A1		5.0794854	
ZIC1		5.0742645	
ROCK1		5.069671	
DPF2		5.066166	
ANXA2		5.064784	
ITGA7		5.062664	
SIGLEC7		5.0619717	
EMC3-AS1		5.061291	
GOLGA6L16P		5.057817	
CIPC		5.0564957	
SLC2A5		5.0559363	
ANKIB1		5.05351	
UBE2H		5.043835	
XBP1		5.039621	
CFAP43		5.039158	
ARHGAP5		5.039121	
PARD6G-AS1		5.037533	
RPS3		5.033437	
CDK18		5.0328946	
PSMG2		5.032709	
SH3TC1		5.03195	
AKTIP		5.030717	
TBC1D9B		5.0281634	
SLC26A11		5.024145	
RAB20		5.02221	
JMJD6		5.0213227	
NUP98		5.0173225	
ZKSCAN8P2		5.0121236	
NEK9		5.007408	
SMTN		5.0058866	
GALNTL6		5.0058756	
STX11		5.0041947	
WDR19		5.0014024	
PDPK1		5.0012712	
GRAMD2B		4.9974365	
SNRNP48		4.990542	
MMD		4.9898443	
ZFR		4.9871984	
HEMK1		4.986361	
ZNF800		4.9863377	
SF3B3		4.9837313	
EFNA1		4.979476	
HERC4		4.9791265	
GRIA1		4.978724	
THAP2		4.9763436	
TANC1		4.9755287	
FOXK1		4.974624	
ITPKC		4.9690967	
GXYLT2		4.9689364	
PM20D2		4.968644	
CRIM1		4.9652705	
GRIK1		4.9623475	
HLA-DMB		4.9622316	
SLC26A2		4.954913	
SLC6A15		4.9538956	
MMP14		4.953166	
CCNK		4.948765	
LTF		4.942788	
KCTD3		4.941288	
CELF6		4.9339004	
FCGR1BP		4.932903	
MKRN2		4.932695	
ICAM5		4.928012	
KSR2		4.9273925	
EARS2		4.927123	
TWSG1		4.9269505	
PALS2		4.9254985	
PUS10		4.9239855	
TPST1		4.9225707	
CRKL		4.9212036	
KDM1B		4.9199	
SNAPC3		4.918649	
PRSS23		4.915947	
LITAF		4.9155636	
DENND2B		4.91398	
SEC24C		4.9120564	
LIMCH1		4.9112077	
PLPPR4		4.910392	
GPC4		4.9099092	
CD302		4.9091964	
GINM1		4.9084306	
INO80D		4.9022985	
ZNF550		4.9011087	
PSPH		4.90036	
NLRC5		4.898186	
NEO1		4.8929973	
RAVER2		4.8902993	
NADK2		4.890179	
CNOT6L		4.888843	
GLRA2		4.8879943	
PCBD1		4.887624	
LIX1		4.887055	
LIF		4.8833475	
SGSH		4.8832946	
DDIT3		4.881631	
ZC3H6		4.879251	
DCN		4.87334	
USP30		4.872606	
NYAP2		4.871187	
DENND11		4.870859	
HLCS-AS1		4.8683925	
CES1		4.861357	
WNT2B		4.854873	
WDFY2		4.854066	
